1436	The ICC is biased against Africa	ICC is biased against Africans	supports
1437	The ICC is biased against Africa	The ICC is against African ideals.	supports
1438	The ICC is biased against Africa	The ICC is in direct opposition of African beliefs.	supports
1439	The ICC is biased against Africa	The ICC has an anti-African bias	supports
1440	The ICC is biased against Africa	Africa is overtly prosecuted	supports
1441	The ICC is biased against Africa	The ICC's Africa prosecutions are overtly biased.	supports
1442	The ICC is biased against Africa	The ICC's bias against Africa is overt.	supports
1443	The ICC is biased against Africa	Africa has invited ICC intervention	refutes
1444	The ICC is biased against Africa	Africa has a strong voice in the ICC	refutes
1445	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	The outcome of the Palestinian elections should not be rewarded with aid.	supports
1446	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	Palestinian elections, although a significant step toward democracy, do not qualify their government for aid.	supports
1447	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	Aid shouldn't be given to aid the outcome of the Palestinian elections.	supports
1448	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	Western donors shouldn't fund the outcome of the Palestinian elections.	supports
1449	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	Withholding funds will prevent PNA terrorism and anti-Semitism.	supports
1450	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	Withholding funds will increase security and stability in Palestine.	supports
1451	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	With no funding, PNA terrorism and anti-Semitism will be prevented.	supports
1452	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	Withholding funds will cause Palestine to rely on anti-Israeli regimes.	refutes
1453	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	Withholding funds will further alienate Palestine and strengthen their reliance on anti-Israeli regimes.	refutes
1454	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	The best way to reduce Palestine's allegiance to anti-Israeli organizations is the fund the Palestinian governments.	refutes
1455	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	Without aid, Palestine will be forced to rely on anti-Israeli regimes.	refutes
1456	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	Palestine will have no other choice but to  rely on anti-Israeli regimes if funds are withheld.	refutes
1457	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	The loss of funding would destabilise and radicalise Palestine.	refutes
1458	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	Engaging with Hamas is the best way to secure a peace deal between Israel and Palestine.	refutes
1459	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	The law prevents US and EU governments from funding terrorist groups.	supports
1460	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	Laws preventing US and EU governments from funding terrorist groups are sufficient.	supports
1461	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	US  and EU governments cannot and will not fund any terrorist groups.	supports
1462	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	It's against the law for US and EU governments to fund terrorist groups originating from Palestine.	supports
1463	The EU, USA and other western donors should not fund any Palestinian government in which terrorist organisations participate	Palestinian government related terrorist groups cannot be funded by US and EU governments by law.	supports
1464	Christians should be allowed to wear the Cross at work	Employers impose rules relating to conduct in the workplace, it’s one of the things that everyone accepts when they take and continue in a job.	refutes
1465	Christians should be allowed to wear the Cross at work	It is the employer's rule so all employees should follow them	refutes
1466	Christians should be allowed to wear the Cross at work	It is a workplace rule that has already been enforced and should have been expected	refutes
1467	Christians should be allowed to wear the Cross at work	Other religions have the right to wear prescribed clothing enshrined in British law, it is hypocritical not to offer Christianity the same protection.	supports
1468	Christians should be allowed to wear the Cross at work	It would be hypocritical to ban Christian items when those of other religions are protected	supports
1469	Christians should be allowed to wear the Cross at work	Allowing other religious clothing but no a cross would not be fair	supports
1470	Christians should be allowed to wear the Cross at work	If this were about wearing a badge with a political slogan or something similar, everyone would agree that it was inappropriate. The same principle should apply to iconography.	refutes
1471	Christians should be allowed to wear the Cross at work	The way it is applied to political icons is how it should be applied to religious icons	refutes
1472	Christians should be allowed to wear the Cross at work	People agree that political slogans aren't allowed and that same stance should apply here.	refutes
1473	Christians should be allowed to wear the Cross at work	The confession of religious faith is far more important than the rather petty rules that banned the wearing of the cross.	supports
1474	Christians should be allowed to wear the Cross at work	It is a fundamental right  to practice the religion you wish.	supports
1475	Christians should be allowed to wear the Cross at work	Practicing your religion is a right, not a priveledge.	supports
1476	Christians should be allowed to wear the Cross at work	Human rights demand that we are free to express our religion.	supports
1477	Christians should be allowed to wear the Cross at work	Religious expression needs to be guaranteed for all of us as part of our most fundamental rights!	supports
1478	Christians should be allowed to wear the Cross at work	Freedom of expression, like any right is fairly meaningless if it’s only respected when it’s convenient.	supports
1479	Christians should be allowed to wear the Cross at work	It is a fundamental part of OUR Human Rights	supports
1480	Christians should be allowed to wear the Cross at work	Declaration of the faith is a key part of Christianity and that should be respected.	supports
1481	Christians should be allowed to wear the Cross at work	Declaring one's faith is something that should be allowed and respected by others	supports
1482	Christians should be allowed to wear the Cross at work	Showing one's Christian faith is important to the religion and should be approved	supports
1483	Christians should be allowed to wear the Cross at work	Religious symbols harm no one	supports
1484	Christians should be allowed to wear the Cross at work	symbols for religious benefit bothers no one	supports
1485	Christians should be allowed to wear the Cross at work	religious expression should be freely decided	supports
1486	USA must sign the Ottawa Convention banning landmines	Landmines are a useful military tool	refutes
1487	USA must sign the Ottawa Convention banning landmines	Landmines keep certain areas safe from wanderers.	refutes
1488	USA must sign the Ottawa Convention banning landmines	Landmines are an effective deterrent against guerrilla attacks.	refutes
1489	USA must sign the Ottawa Convention banning landmines	Banning Landmines is a step towards reducing the horror of war	supports
1490	USA must sign the Ottawa Convention banning landmines	Banning landmines would reduce how many innocent victims there are.	supports
1491	USA must sign the Ottawa Convention banning landmines	The ban fails to distinguish between different kinds of mines	refutes
1492	Basic income tax should be abolished	Abolishing Income Tax will grow the economy	supports
1493	Basic income tax should be abolished	The economy will boom if we get rid of the income tax.	supports
1494	Basic income tax should be abolished	Income Tax is a cause of inequity in society	supports
1495	Basic income tax should be abolished	income tax is not good	supports
1496	Basic income tax should be abolished	Balancing governmental deficits for common good of society	refutes
1497	Basic income tax should be abolished	With an increased standard of living for all the reason for crime would almost disappear.	refutes
1498	Basic income tax should be abolished	People who enjoy a standard of living that allows them to be healthy and productive will decrease drug abuse.	refutes
1499	Basic income tax should be abolished	Balancing governmental problems for society	refutes
1500	Basic income tax should be abolished	balancing common deficits of the government for society	refutes
1501	Basic income tax should be abolished	Redistributing wealth to balance the inequality of income disparity	refutes
1502	Basic income tax should be abolished	It is immoral that some have nothing and a few others are enormously wealthy.	refutes
1503	Basic income tax should be abolished	Everyone should have the resources to live a healthy, productive life.	refutes
1504	Basic income tax should be abolished	Changing the wealth around to help income disparity	refutes
1505	Basic income tax should be abolished	Income tax is not the best way to redistribute wealth or pay for public goods.	supports
1506	Basic income tax should be abolished	The best way to grow the economy is not by taxing the rich.	supports
1507	Basic income tax should be abolished	Increasing an income tax won't fix the economy.	supports
1508	Basic income tax should be abolished	There are many better ways to redistribute wealth and pay for public goods and services besides raising income tax.	supports
1509	Basic income tax should be abolished	When looking for ways to change the inequality of wealth and increase money available for public goods, income tax should not be the focus.	supports
1510	The US intervention in Libya, lacking congressional approval, was illegal	"The United States engaged in ""hostilities"" under War Powers"	refutes
1511	The US intervention in Libya, lacking congressional approval, was illegal	The US were not completely innocent under War Powers.	refutes
1512	The US intervention in Libya, lacking congressional approval, was illegal	The US intervention was acceptable as it was done under War Powers	refutes
1513	The US intervention in Libya, lacking congressional approval, was illegal	The US had to take action in the circumstances under War Powers.	refutes
1514	The US intervention in Libya, lacking congressional approval, was illegal	Congress was appropriately and openly consulted	refutes
1515	The US intervention in Libya, lacking congressional approval, was illegal	Despite claims, congress was consulted.	refutes
1516	The US intervention in Libya, lacking congressional approval, was illegal	Congress was aware of the action as they were consulted	refutes
1517	The US intervention in Libya, lacking congressional approval, was illegal	The intervention was necessary in order to protect US interests in the region	refutes
1518	The US intervention in Libya, lacking congressional approval, was illegal	The US had to interfere to protect their interests.	refutes
1519	The US intervention in Libya, lacking congressional approval, was illegal	In order to maintain their interests, the US had to intervene.	refutes
1520	The US intervention in Libya, lacking congressional approval, was illegal	US intervention is not consistent with other aspects of US law	supports
1521	The US intervention in Libya, lacking congressional approval, was illegal	An intervention contradicts US policy.	supports
1522	The US intervention in Libya, lacking congressional approval, was illegal	A long ruling and ruthless dictator was toppled.	refutes
1523	The US intervention in Libya, lacking congressional approval, was illegal	The tyrannical dictator was removed of his long reign.	refutes
1524	The US intervention in Libya, lacking congressional approval, was illegal	The regime has been overturned after its long and terrible reign.	refutes
1525	The US intervention in Libya, lacking congressional approval, was illegal	The intervention backfired.	supports
1526	The US intervention in Libya, lacking congressional approval, was illegal	The intervention in Libya is a complete disaster.	supports
1527	The US intervention in Libya, lacking congressional approval, was illegal	What intervention in Libya, are you sure?	supports
1528	Global Warming is not an issue	Because people are losing lives and our climate is changing	refutes
1529	Global Warming is not an issue	People are losing their lives because of climate change.	refutes
1530	Global Warming is not an issue	The climate is changing and people are dying.	refutes
1531	Global Warming is not an issue	Global temperatures have always been changing despite Co2 increases	supports
1532	Global Warming is not an issue	The 'Global warming' phenomenon could be caused by other things	supports
1533	Global Warming is not an issue	There are other things that cause the global warming situation.	supports
1534	Global Warming is not an issue	This situation we are in with global warming may have other causes.	supports
1535	Global Warming is not an issue	7 Global warming is based on computer modelling and has had no empirical confirmation	supports
1536	Global Warming is not an issue	There is no evidence that 7 Global warming is accurate as it is based on computer modelling.	supports
1537	Global Warming is not an issue	Computer modelling showing 7 Global warming may not be accurate as there is no proof supporting it.	supports
1538	Global Warming is not an issue	There is no scientifically valid mechanism for CO2 causing global warming.	supports
1539	The use of mobile phones has lowered active social life and has become an addiction	The use of  a mobile phone requires a social life.	refutes
1540	The use of mobile phones has lowered active social life and has become an addiction	Mobile phones make it easier to stay in contact with others.	refutes
1541	The use of mobile phones has lowered active social life and has become an addiction	You have little reason to have a mobile phone if you do not have anyone to talk to on it.	refutes
1542	The use of mobile phones has lowered active social life and has become an addiction	Mobile phones enable us to keep in touch	refutes
1543	The use of mobile phones has lowered active social life and has become an addiction	Cellphones are used to avoid emotional confrontation and real human contact	supports
1544	The use of mobile phones has lowered active social life and has become an addiction	Cellphones are used as an escape from the real world.	supports
1545	The use of mobile phones has lowered active social life and has become an addiction	People are more comfortable using cellphones than they are interacting with each other.	supports
1546	The use of mobile phones has lowered active social life and has become an addiction	Mobile phones make sure that we are safe	refutes
1547	The use of mobile phones has lowered active social life and has become an addiction	Mobile phones lead to increased independence	refutes
1548	Military action to intervene during atrocities without United Nations Security Council approval can be legal	Military action is only legal with UN Security Council approval	refutes
1549	Military action to intervene during atrocities without United Nations Security Council approval can be legal	Disarming illegal weapons	supports
1550	The European Union should lift its ban on member states selling arms to China	China is a threat to regional stability	refutes
1551	The European Union should lift its ban on member states selling arms to China	China will simply get similar products elsewhere	supports
1552	The European Union should lift its ban on member states selling arms to China	There is no reason to strengthen China militarily	refutes
1553	The European Union should lift its ban on member states selling arms to China	Lifting the ban will damage relations with the U.S.	refutes
1554	The Palestinian Statehood should be recognised by the United Nations General Assembly	Palestine is a legal entity and deserves to have its voice heard on an equal footing with Israel	supports
1555	The Palestinian Statehood should be recognised by the United Nations General Assembly	Palestine is a sovereign state and Israel should recognize that.	supports
1556	The Palestinian Statehood should be recognised by the United Nations General Assembly	Israel and Palestine are two legal countries that should have their voice heard equally.	supports
1557	The Palestinian Statehood should be recognised by the United Nations General Assembly	Palestine is a legal place and should be treated just like Israel	supports
1558	The Palestinian Statehood should be recognised by the United Nations General Assembly	Because Palestine is a legal entity, they should have the same rights as Israel	supports
1559	The United States should maintain its embargo against Cuba	The embargo enables the United States to apply pressure on the Cuban government to improve human rights.	supports
1560	The United States should maintain its embargo against Cuba	The people of Cuba are the victims of the embargo, opposed the intended target of the government.	refutes
1561	The United States should maintain its embargo against Cuba	Cuban citizens are paying the price for their government's actions.	refutes
1562	The United States should maintain its embargo against Cuba	The casualties of the embargo are the civilians of Cuba, not the government as ideal.	refutes
1563	The United States should maintain its embargo against Cuba	The embargo harms the people of Cuba, not the government as intended.	refutes
1564	The United States should maintain its embargo against Cuba	Sanctions harm the Cuban people.	refutes
1565	The United States should maintain its embargo against Cuba	The United States should not have different trading and travel policies for Cuba than for other countries with governments or policies it opposes.	refutes
1566	The United States should maintain its embargo against Cuba	The embargo prevents the people of Cuba from joining the digital age by cutting them off from technology, and restricts the electronic flow of information to the island.	refutes
1567	The United States should maintain its embargo against Cuba	Cubans can't join the digital era while under embargo due to lack of electronic access.	refutes
1568	The United States should maintain its embargo against Cuba	The United States should maintain the Cuba embargo because Cuba has not met the conditions required to lift it.	supports
1569	The United States should maintain its embargo against Cuba	Ending the embargo before the Cuban government meets the conditions specified by US law would make the United States look weak.	supports
1570	The United States should maintain its embargo against Cuba	The embargo is a relic of Cold War Era thinking and is unnecessary because Cuba does not pose a threat to the United States.	refutes
1571	The United States should maintain its embargo against Cuba	The Cuba embargo is a product of Cold War Era mentality thus obsolete for Cuba is not a threat to the US.	refutes
1572	The United States should maintain its embargo against Cuba	Cuba should be subject to sanctions because it is known to have repeatedly supported acts of terrorism.	supports
1573	The United States should maintain its embargo against Cuba	Cuba is knows to sponsor terrorism so sanctions are appropriate.	supports
1574	The United States should maintain its embargo against Cuba	Because Cuba supports terrorism, it should have sanctions levvied against it.	supports
1575	The United States should maintain its embargo against Cuba	The United States is able to target the Cuban government with its embargo while still providing assistance to Cuban citizens.	supports
1576	The United States should maintain its embargo against Cuba	The embargo should be maintained because open travel is insufficient to promote change in Cuba; many democratic countries already allow travel to Cuba with no results.	supports
1577	The United States should maintain its embargo against Cuba	The embargo must be upheld as others have allowed open travel with no results.	supports
1578	The United States should maintain its embargo against Cuba	Open travel to Cuba has not yielded change so the embargo should continue.	supports
1579	The United States should maintain its embargo against Cuba	Lifting the embargo would put pressure on Cuba to address problems that it had previously blamed on US sanctions.	refutes
1580	The United States should maintain its embargo against Cuba	Sanctions are not working	refutes
1581	The United States should maintain its embargo against Cuba	The Cuban government is unaffected by the sanctions.	refutes
1582	The United States should maintain its embargo against Cuba	Where the people and not the government shoulder the burden, sanctions don't work.	refutes
1583	The United States should maintain its embargo against Cuba	The United States should end the Cuba embargo because its 50-year policy has failed to achieve its goals.	refutes
1584	The United States should maintain its embargo against Cuba	After 50 years the Cuba embargo has shown no results so the US should end it.	refutes
1585	The United States should maintain its embargo against Cuba	The Cuba embargo has failed to achieve its goal after 50 years so the US should end it.	refutes
1586	The United States should maintain its embargo against Cuba	Most of the world opposes the embargo, and maintaining it is detrimental to the reputation of the United States among the international community.	refutes
1587	The United States should maintain its embargo against Cuba	Maintaining a widely-reviled embargo damages the US's diplomatic reputation.	refutes
1588	The United States should maintain its embargo against Cuba	The global community opposes the embargo, and maintaining it hurts the US diplomatically.	refutes
1589	The United States should maintain its embargo against Cuba	The Cuban government has consistently responded to US attempts to soften the embargo with acts of aggression, raising concerns about what would happen if the sanctions were fully lifted.	supports
1590	The United States should maintain its embargo against Cuba	Free trade, not the isolation of an embargo, can promote democracy in Cuba.	refutes
1591	The United States should maintain its embargo against Cuba	Free trade in lieu of embargo can promote Cuban democracy.	refutes
1592	The United States should maintain its embargo against Cuba	Instead of embargo, free trade will promote democracy in Cuba.	refutes
1593	The United States should maintain its embargo against Cuba	The uncertainty over who will succeed Raúl Castro makes it unwise for the United States to change its policy before a new leader is in place.	supports
1594	The United States should maintain its embargo against Cuba	There is no definitive replacement for Raul Castro, which makes it unwise for the US to implement new policies at this time.	supports
1595	The United States should maintain its embargo against Cuba	Until the US knows who will replace Raul Castro, it does not make sense to put new policies in place.	supports
1596	The United States should maintain its embargo against Cuba	Cuba has not demonstrated a willingness to negotiate in good faith with the United States.	supports
1597	The United States should maintain its embargo against Cuba	Cuba seems unwilling to negotiate with the US.	supports
1598	The United States should maintain its embargo against Cuba	Cuba seems reluctant to genuinely engage with the US.	supports
1599	The United States should maintain its embargo against Cuba	Sanctions are necessary for national security	supports
1600	The United States should maintain its embargo against Cuba	The national well-being is best served by the continuation of economic sanctions against Cuba	supports
1601	The United States should maintain its embargo against Cuba	Cuba deserves sanctions	supports
1602	The United States should maintain its embargo against Cuba	Economic punishment is what Cuba should be subject to	supports
1603	The United States should maintain its embargo against Cuba	The actions of the Cuban government have merited the Cuban government economic penalty	supports
1604	The United States should maintain its embargo against Cuba	Economic benefits of ending sanctions	refutes
1605	The United States should maintain its embargo against Cuba	If sanctions were lifted trade benefits would flow to all parties to trade.	refutes
1606	People should have the right to die	Suicide is a rational choice in many situations.	supports
1607	People should have the right to die	Medical science allows us to control death, suicide and euthanasia are sensible corollaries to that.	supports
1608	People should have the right to die	The death of one individual has implications for others, which by definition, do not affect the suicide herself.	refutes
1609	People should have the right to die	The decision to die is a deeply personal one - it is no business of the state.	supports
1610	The EU should impose a special Europe-wide tax on meat consumption to help save the planet	Livestock production threatens the world’s water supply	supports
1611	The EU should impose a special Europe-wide tax on meat consumption to help save the planet	Excessive meat production threatens the world’s biodiversity	supports
1612	The EU should impose a special Europe-wide tax on meat consumption to help save the planet	A special EU wide tax on meat consumption would reduce the threat to the planet	supports
1613	The EU should impose a special Europe-wide tax on meat consumption to help save the planet	The UN disagrees.	refutes
1614	The EU should impose a special Europe-wide tax on meat consumption to help save the planet	The UN does not think a meat consumption tax is worth it.	refutes
1615	The EU should impose a special Europe-wide tax on meat consumption to help save the planet	The UN is in disagreement with the EU and does not want to see a Europe-wide tax on meat consumption as a plant-saving measure.	refutes
1616	The EU should impose a special Europe-wide tax on meat consumption to help save the planet	The United Nations does not agree with the EU and does not feel that a meat consumption tax would have the effects desired.	refutes
1617	Religious freedom abroad should be one of the primary foreign policy concerns for any country	Religion does not motivate foreign policy	refutes
1618	Religious freedom abroad should be one of the primary foreign policy concerns for any country	Promoting religious freedom exacerbates conflict	refutes
1619	Religious freedom abroad should be one of the primary foreign policy concerns for any country	Restrictions on religious freedom creates conflict	supports
1620	Religious freedom abroad should be one of the primary foreign policy concerns for any country	Religious pluralism creates a more tolerant and peaceful society	supports
1621	Religious freedom abroad should be one of the primary foreign policy concerns for any country	Religious pluralism enables a more blended and inclusive society.	supports
1622	Religious freedom abroad should be one of the primary foreign policy concerns for any country	Concentrating on religious freedom is too narrow, instead human rights in general should be considered	refutes
1623	The money we spend on our Olympic medal count is money well spent	The money is not going towards a good cause	refutes
1624	The money we spend on our Olympic medal count is money well spent	The Olympics gives athletes a goal and young people a chance to believe in themselves	supports
1625	The money we spend on our Olympic medal count is money well spent	The bidding process is too long, tying up funds and land	refutes
1626	The money we spend on our Olympic medal count is money well spent	bidding takes a long time	refutes
1627	The money we spend on our Olympic medal count is money well spent	the bidding process is long	refutes
1628	The money we spend on our Olympic medal count is money well spent	Hosting has wide-reaching economic benefits	supports
1629	The money we spend on our Olympic medal count is money well spent	The large investment needed to host the olympics will have outstanding economic rewards.	supports
1630	The money we spend on our Olympic medal count is money well spent	The economy will benefit largely from the amount of people they hosting the olympics will bring.	supports
1631	The money we spend on our Olympic medal count is money well spent	Hosting is good for economy	supports
1632	The money we spend on our Olympic medal count is money well spent	Any large expenditure in one area will stimulate regeneration. Considering that the cost of hosting the London 2012 Olympics is predicted at £2.375 billion, expected to rise far higher, regeneration is the least that can be expected as a le	supports
1633	The money we spend on our Olympic medal count is money well spent	the london olympics are expensive	supports
1634	The money we spend on our Olympic medal count is money well spent	the Olympics in London are expensive	supports
1635	The money we spend on our Olympic medal count is money well spent	Hosting only affects one city	refutes
1636	The money we spend on our Olympic medal count is money well spent	Hosting is very expensive	refutes
1637	The money we spend on our Olympic medal count is money well spent	Even though hosting the olympics is very expensive it is worth the effort.	refutes
1638	The money we spend on our Olympic medal count is money well spent	Hosting costs a lot	refutes
1639	The money we spend on our Olympic medal count is money well spent	Hosting stimulates regeneration in local areas	supports
1640	The money we spend on our Olympic medal count is money well spent	Hosting the Olympics will bring revenue to surrounding areas as people flock to the games.	supports
1641	The money we spend on our Olympic medal count is money well spent	Hosting the Olympics may require an investment of resources but the localities will reap the rewards.	supports
1642	The money we spend on our Olympic medal count is money well spent	If a nation hosts the Olympics, it will give new life to the local economy.	supports
1643	The money we spend on our Olympic medal count is money well spent	Hosting the Olympics has a positive impact on local areas.	supports
1644	Poverty is the most important security issue facing Africa	Poverty creates a vicious circle	supports
1645	Poverty is the most important security issue facing Africa	people in poverty usually never get out	supports
1646	Poverty is the most important security issue facing Africa	Poor states have trouble providing security	supports
1647	Poverty is the most important security issue facing Africa	a state in financial trouble can not provide proper security	supports
1648	Poverty is the most important security issue facing Africa	a state needs to be secure to provide its people with sercurity	supports
1649	Blasphemy has no place on the statute books	If the courts did not handle these issues, the mob likely would.	refutes
1650	Blasphemy has no place on the statute books	Citizens will take matters into their own hands.	refutes
1651	Blasphemy has no place on the statute books	If the courts did not handle the issues, then the mob would	refutes
1652	Blasphemy has no place on the statute books	If the courts did not do it, then the mob would	refutes
1653	Blasphemy has no place on the statute books	People have a right to blaspheme	supports
1654	Blasphemy has no place on the statute books	Blasphemy causes offence to groups and individuals	refutes
1655	Build a third Heathrow runway to maintain its position as a hub airport	The economic case for expansion does not add up	refutes
1656	Build a third Heathrow runway to maintain its position as a hub airport	The economic case for expansion is not good	refutes
1657	Build a third Heathrow runway to maintain its position as a hub airport	The case for economic expansion is not sound	refutes
1658	Build a third Heathrow runway to maintain its position as a hub airport	The economic argument made for expansion is not a compelling one.	refutes
1659	Build a third Heathrow runway to maintain its position as a hub airport	The economic reasons given for expansion are hardly persuasive.	refutes
1660	Build a third Heathrow runway to maintain its position as a hub airport	The third run-way would cause noise and pollution problems	refutes
1661	Build a third Heathrow runway to maintain its position as a hub airport	The third run way would cause issues	refutes
1662	Build a third Heathrow runway to maintain its position as a hub airport	The third run way would not be good	refutes
1663	Build a third Heathrow runway to maintain its position as a hub airport	Any runway beyond the existing two would give rise to problems, including noise and pollution.	refutes
1664	Build a third Heathrow runway to maintain its position as a hub airport	An additional runway would inevitably lead to pollution and noise issues.	refutes
1665	The UN intervention in the Democratic Republic of Congo has been a success	Peace may finally be at hand	supports
1666	The UN intervention in the Democratic Republic of Congo has been a success	The violence may have finally stopped bringing peace to the Democratic Republic of Congo.	supports
1667	The UN intervention in the Democratic Republic of Congo has been a success	UN intervention may have finally stopped the conflict.	supports
1668	The UN intervention in the Democratic Republic of Congo has been a success	Peace may be near	supports
1669	The UN intervention in the Democratic Republic of Congo has been a success	Allegations of misconduct by peacekeepers	refutes
1670	The UN intervention in the Democratic Republic of Congo has been a success	Even though the UN has reported success in the Democratic Republic of Congo, there have been disturbing allegations of misconduct by peacekeepers in the area.	refutes
1671	The UN intervention in the Democratic Republic of Congo has been a success	Allegations of misconduct has darkened the reports of success by the UN.	refutes
1672	The UN intervention in the Democratic Republic of Congo has been a success	Resources still flow out of the country	refutes
1673	The UN intervention in the Democratic Republic of Congo has been a success	Even though it has seen some success, the UN hasn't stopped the rush of resources leaving the country.	refutes
1674	The UN intervention in the Democratic Republic of Congo has been a success	resources still flow out	refutes
1675	The UN intervention in the Democratic Republic of Congo has been a success	resources flow out still	refutes
1676	The UN intervention in the Democratic Republic of Congo has been a success	The government is not in control	refutes
1677	The voting age should be lowered to 16	YES, give them the rights they deserve!	supports
1678	The voting age should be lowered to 16	Sixteen years would be a better option in developed countries	supports
1679	The voting age should be lowered to 16	I think they should have these rights.	supports
1680	The voting age should be lowered to 16	I would say give them the rights that they should have.	supports
1681	The voting age should be lowered to 16	Parents are guardians and should be trusted to vote in their children’s interests	refutes
1682	The voting age should be lowered to 16	Minor's interests can be appropriately taken into consideration by the votes of their parents.	refutes
1683	The voting age should be lowered to 16	A parent's vote should be counted as a vote in the interest of their child.	refutes
1684	The voting age should be lowered to 16	Voting at a lower age would increase participation	supports
1685	The voting age should be lowered to 16	More citizens would participate if the voting age were lowered.	supports
1686	The voting age should be lowered to 16	A lower voting age would result in an increase in participation.	supports
1687	The voting age should be lowered to 16	Young people would be more likely to misuse their vote	refutes
1688	The voting age should be lowered to 16	Younger people are more likely to not take the impact of their vote seriously.	refutes
1689	The voting age should be lowered to 16	Allowing young people to vote would be likely to result in inappropriate votes.	refutes
1690	The voting age should be lowered to 16	16 year olds are mature enough to vote	supports
1691	The voting age should be lowered to 16	16 year olds are informed enough to cast a vote.	supports
1692	The voting age should be lowered to 16	It is appropriate for 16 year olds to have the right to vote.	supports
1693	The voting age should be lowered to 16	At sixteen there is a lack of maturity that is necessary to vote responsibly.	refutes
1694	The voting age should be lowered to 16	16 year olds don't have a high enough level of maturity to vote.	refutes
1695	The voting age should be lowered to 16	16 years old is too much of an immature age to vote.	refutes
1696	The voting age should be lowered to 16	children at 16 have no sense of decesion making	refutes
1697	The voting age should be lowered to 16	No. too immature.	refutes
1698	The voting age should be lowered to 16	Sixteen is too young to make decisions.	refutes
1699	The voting age should be lowered to 16	At sixteen the brain is not developed enough to make decisions.	refutes
1700	The voting age should be lowered to 16	16 year olds are not responsible enough to vote.	refutes
1701	The voting age should be lowered to 16	16 year olds are not wise enough to vote at elections.	refutes
1702	The voting age should be lowered to 16	Sixteen year olds are too immature to judge the validity of political arguments.	refutes
1703	The sale of children’s toys as part of fast food meals must be prohobited.	The ban is ineffective in addressing the problem of obesity.	refutes
1704	The sale of children’s toys as part of fast food meals must be prohobited.	Banning toys in fast food meals will not create healthier food choices.	refutes
1705	The sale of children’s toys as part of fast food meals must be prohobited.	Such bans are easy to side step.	refutes
1706	The sale of children’s toys as part of fast food meals must be prohobited.	There are alternative methods of distributing the toys.	refutes
1707	The sale of children’s toys as part of fast food meals must be prohobited.	A variant means to sell the toys separately can be used as an incentive for future food discounts.	refutes
1708	The sale of children’s toys as part of fast food meals must be prohobited.	Bad nutrition habits start during childhood.	supports
1709	The sale of children’s toys as part of fast food meals must be prohobited.	Marketing aimed at children should be subject to strict regulations.	supports
1710	The sale of children’s toys as part of fast food meals must be prohobited.	Advertising should not be allowed to seduce vulnerable children who do not understand what they want.	supports
1711	The sale of children’s toys as part of fast food meals must be prohobited.	Governemnt needs more power over fast food advertising to force children to make the correct choices about their food.	supports
1712	The sale of children’s toys as part of fast food meals must be prohobited.	Its a business, a business doing its job	refutes
1713	The sale of children’s toys as part of fast food meals must be prohobited.	Advertising is a part of a good business plan.	refutes
1714	The sale of children’s toys as part of fast food meals must be prohobited.	A good business needs to look to promote its mission.	refutes
1715	During riots it might make sense to block access to social messaging networks	Social networks serve as a powerful signalling device for the expansion of violent behaviour	supports
1716	During riots it might make sense to block access to social messaging networks	It is better to monitor riots through the social media rioters are using	refutes
1717	During riots it might make sense to block access to social messaging networks	Non violent methods of disrupting riots must be tried before using force	supports
1718	During riots it might make sense to block access to social messaging networks	Would stop riots from spreading	supports
1719	The American Jobs Act should pass	The American Jobs Act Will Help the Long Term Unemployed	supports
1720	The American Jobs Act should pass	The American Job Acts came in handy for the people that are unemployed for a long time,	supports
1721	The American Jobs Act should pass	The American Jobs Act Will Not Help Successful Businesses	refutes
1722	The American Jobs Act should pass	The Jobs Act Redresses the Balance Between the Wealthy and the Middle Class	supports
1723	The American Jobs Act should pass	The Jobs Act balances between having money and having no money.	supports
1724	The American Jobs Act should pass	The American Jobs Act Helps Small Business and Creates Jobs	supports
1725	The American Jobs Act should pass	The American Jobs Act is good for the economy	supports
1726	The American Jobs Act should pass	Creation of job is central the the American Jobs Act	supports
1727	The American Jobs Act should pass	The American Jobs Act is Not Deficit Neutral	refutes
1728	Hacking Can Be Justified	Hacks to improve a product.	supports
